label,ccode,region,pop,qu,de,ar,aq,lng,lat,arid,capacity,delivery
Tarapoto,PER,6,114,2,3,2,1,-76.363,-6.487,1.051,1.79,1379
Dourados,BRA,6,126,2,3,2,1,-54.775,-22.237,1.054,1.44,1584
Esmeraldas,ECU,6,158,2,3,2,1,-79.795,0.878,1.057,1.69,3051
Itu,BRA,6,290,3,2,2,1,-47.288,-23.237,1.057,3.36,3897
Caratinga,BRA,6,59,2,3,2,1,-42.125,-19.779,1.058,1.35,3172
Tulua,COL,6,143,2,3,2,1,-76.208,4.096,1.062,1.61,2571
Araguari,BRA,6,93,2,2,2,1,-48.183,-18.65,1.066,1.56,7670
Sancti_Spiritus,CUB,6,140,2,2,2,1,-79.388,21.934,1.079,1.09,8342
Pinar_del_Rio,CUB,6,160,3,2,2,1,-83.688,22.417,1.087,3.12,8343
Muriae,BRA,6,76,2,2,2,1,-42.367,-21.125,1.09,1.06,3962
Valenca,BRA,6,51,2,2,2,1,-43.696,-22.246,1.09,1.71,7671
Eunapolis,BRA,6,81,2,3,2,1,-39.567,-16.366,1.096,1.78,2495
Uruguaiana,BRA,6,118,2,3,2,1,-57.054,-29.769,1.1,1.76,2888
Sorocaba,BRA,6,656,3,2,2,1,-47.471,-23.496,1.106,3.24,3665
Usulutan,SLV,6,79,2,3,2,1,-88.408,13.359,1.108,1.65,2468
Uba,BRA,6,80,2,2,2,1,-42.958,-21.112,1.118,1.13,4050
Mogi_Guacu,BRA,6,233,2,3,2,1,-46.875,-22.421,1.12,1.38,2988
Rio_Grande,BRA,6,164,2,2,2,1,-52.129,-32.082,1.126,1.18,5325
Consolacion_del_Sur,CUB,6,52,3,2,2,1,-83.504,22.504,1.127,5.35,8343
Mococa,BRA,6,56,2,2,2,1,-46.992,-21.471,1.136,1.09,6285
Divinopolis,BRA,6,160,2,3,2,1,-44.892,-20.141,1.14,1.41,2533
Joao_Monlevade,BRA,6,111,1,2,1,1,-43.063,-19.812,1.146,0.8,5760
Para_de_Minas,BRA,6,64,2,2,2,1,-44.608,-19.858,1.153,1.13,7524
Itatiba,BRA,6,67,2,2,2,1,-46.825,-23,1.158,1.48,8873
Tres_Coracoes,BRA,6,60,1,2,1,1,-45.275,-21.691,1.163,0.54,5045
Cajamar,BRA,6,101,4,2,3,1,-46.833,-23.329,1.164,7.84,10748
Varginha,BRA,6,106,2,3,2,1,-45.433,-21.566,1.171,1.6,2418
Volta_Redonda,BRA,6,445,3,2,2,1,-44.1,-22.508,1.186,2.66,6098
Braganca_Paulista,BRA,6,211,2,2,2,1,-46.558,-23.029,1.187,1.24,4774
Gurupi,BRA,6,61,2,2,2,1,-49.088,-11.733,1.189,1.08,4846
Santana_do_Livramento,BRA,6,86,2,2,2,1,-55.508,-30.871,1.189,1.74,5108
Ocana,COL,6,88,2,3,2,1,-73.35,8.25,1.189,1.33,1593
Sonsonate,SLV,6,128,2,3,2,1,-89.704,13.738,1.189,2.31,2691
Londrina,BRA,6,672,3,3,3,1,-51.217,-23.296,1.19,2.72,2531
Resende,BRA,6,90,1,2,1,1,-44.429,-22.458,1.191,0.63,4223
Araguaina,BRA,6,108,2,3,2,1,-48.213,-7.187,1.192,1.45,2104
Sao_Lourenco,BRA,6,56,1,2,1,1,-45.067,-22.116,1.193,0.9,6399
Alfenas,BRA,6,63,2,2,2,1,-45.939,-21.421,1.195,1.53,5045
Bage,BRA,6,97,2,2,2,1,-54.083,-31.321,1.198,1.4,4438
Itauna,BRA,6,73,2,2,2,1,-44.579,-20.071,1.2,1.03,5230
Alegrete,BRA,6,75,1,2,1,1,-55.771,-29.791,1.205,0.91,4130
Palmares,BRA,6,76,1,3,2,1,-35.633,-8.675,1.21,0.49,3400
Formiga,BRA,6,56,2,2,2,1,-45.417,-20.466,1.212,1.06,4090
Apucarana,BRA,6,108,2,3,2,1,-51.45,-23.55,1.218,2.23,3104
Anapolis,BRA,6,280,3,3,3,1,-48.933,-16.329,1.23,2.83,2044
Sao_Joao_del_Rei,BRA,6,70,1,2,1,1,-44.208,-21.104,1.232,0.8,3581
Sao_Jose_dos_Campos,BRA,6,713,1,2,1,1,-45.4,-22.912,1.237,0.96,5946
Araxa,BRA,6,79,2,2,2,1,-46.929,-19.612,1.243,1.07,6895
Pitalito,COL,6,52,2,3,2,1,-76.025,1.859,1.244,1.16,2449
Tamazunchale,MEX,6,56,2,2,2,1,-98.788,21.292,1.251,1.09,4564
Itabira,BRA,6,90,2,2,2,1,-43.225,-19.629,1.255,1.37,5792
Barinas,VEN,6,242,1,3,2,1,-70.271,8.634,1.265,0.85,2223
Sao_Roque,BRA,6,79,2,2,2,1,-47.183,-23.541,1.267,1.48,7992
Pouso_Alegre,BRA,6,99,2,3,2,1,-45.908,-22.237,1.282,1.16,2705
Cunhambebe,BRA,6,95,1,3,2,1,-44.248,-22.98,1.285,0.7,2707
Tubarao,BRA,6,92,2,2,2,1,-48.988,-28.466,1.285,1,4920
Sao_Sebastiao_do_Paraiso,BRA,6,51,2,2,2,1,-46.983,-20.916,1.294,1.18,5891
Matagalpa,NIC,6,72,2,4,3,1,-85.954,12.925,1.294,1.7,750
Criciuma,BRA,6,265,2,3,2,1,-49.329,-28.679,1.31,1.48,2588
Sao_Joao_da_Boa_Vista,BRA,6,67,1,2,1,1,-46.771,-21.975,1.31,0.84,5573
Ribeirao,BRA,6,60,1,3,2,1,-35.463,-8.512,1.314,0.47,3400
Lavras,BRA,6,60,1,2,1,1,-44.958,-21.246,1.325,0.67,4069
Ponta_Grossa,BRA,6,267,2,3,2,1,-50.133,-25.096,1.332,1.71,2778
Tres_Rios,BRA,6,99,2,2,2,1,-43.225,-22.112,1.336,1.05,7671
Sao_Luis,BRA,6,878,3,3,3,1,-44.213,-2.564,1.339,3.45,2074
Xalapa,MEX,6,268,2,3,2,1,-96.917,19.542,1.355,1.13,3269
Santa_Maria,BRA,6,249,3,3,3,1,-53.783,-29.696,1.36,2.66,2550
Barra_do_Pirai,BRA,6,95,1,2,1,1,-43.767,-22.533,1.368,0.99,7671
Babahoyo,ECU,6,65,2,3,2,1,-79.521,-1.796,1.369,1.16,1956
Juiz_de_Fora,BRA,6,430,2,3,2,1,-43.392,-21.746,1.374,2.01,2514
Franca,BRA,6,288,3,3,3,1,-47.396,-20.533,1.379,3.05,2802
Concepcion,CHL,6,576,2,2,2,1,-73.033,-36.836,1.38,1.94,4503
Cordoba,MEX,6,594,2,3,2,1,-96.988,18.896,1.39,1.62,3459
San_Carlos_de_Bariloche,ARG,6,88,1,3,2,1,-71.358,-41.158,1.395,0.88,2222
Redencao,BRA,6,59,2,3,2,1,-50.021,-8.029,1.403,1.02,2873
Maraba,BRA,6,131,2,3,2,1,-49.092,-5.377,1.41,1.52,1330
Barbacena,BRA,6,102,2,3,2,1,-43.779,-21.204,1.418,1.6,2522
Itajuba,BRA,6,78,2,2,2,1,-45.458,-22.425,1.419,1.26,6034
Puerto_Cortes,HND,6,55,1,3,2,1,-87.921,15.807,1.424,0.98,1012
Ciudad_Valles,MEX,6,116,1,2,1,1,-98.904,21.992,1.426,0.77,4550
Pocos_de_Caldas,BRA,6,132,2,3,2,1,-46.567,-21.804,1.428,1.44,2592
Temuco,CHL,6,228,2,3,2,1,-72.579,-38.725,1.432,1.98,1804
Conselheiro_Lafaiete,BRA,6,101,2,2,2,1,-43.788,-20.662,1.434,1.75,4073
Congonhas,BRA,6,50,1,2,1,1,-43.783,-20.508,1.457,0.42,6990
Florianopolis,BRA,6,640,3,3,3,1,-48.465,-27.635,1.47,2.67,2346
Cacoal,BRA,6,50,1,2,1,1,-61.433,-11.437,1.473,0.71,4400
Puerto_Ayacucho,VEN,6,53,1,2,1,1,-67.574,5.667,1.484,0.82,3731
Nova_Friburgo,BRA,6,155,2,2,2,1,-42.521,-22.271,1.497,1.85,4001
Ji_Parana,BRA,6,93,2,2,2,1,-61.938,-10.875,1.5,1.14,4503
Parauapebas,BRA,6,60,1,2,1,1,-49.888,-6.071,1.504,0.69,5231
Coatzacoalcos,MEX,6,736,2,3,2,1,-94.155,18.142,1.528,1.25,2693
Ouro_Preto,BRA,6,54,1,2,1,1,-43.475,-20.396,1.535,0.77,6990
Mafra,BRA,6,53,1,2,1,1,-49.788,-26.104,1.546,0.7,8780
Aguachica,COL,6,66,2,3,2,1,-73.604,8.3,1.55,1.15,2559
Guarapuava,BRA,6,128,2,3,2,1,-51.488,-25.379,1.553,1.19,2361
Brusque,BRA,6,79,2,3,2,1,-48.9,-27.083,1.553,1.18,3083
Ibague,COL,6,449,3,3,3,1,-75.196,4.442,1.555,4.73,1703
Blumenau,BRA,6,655,2,2,2,1,-48.9,-26.916,1.59,1.41,4960
Ariquemes,BRA,6,56,1,2,1,1,-63.033,-9.916,1.595,0.93,4181
Altotonga,MEX,6,141,1,2,1,1,-97.417,19.825,1.629,0.88,4762
Porto_Uniao,BRA,6,61,1,2,1,1,-51.071,-26.229,1.647,0.65,6119
Sao_Bento_do_Sul,BRA,6,94,2,2,2,1,-49.463,-26.246,1.684,1.12,8780
Sinop,BRA,6,67,2,2,2,1,-55.357,-11.776,1.691,1.41,6285
Jaragua_do_Sul,BRA,6,91,2,2,2,1,-49.042,-26.475,1.721,1.07,9300
Joinvile,BRA,6,391,3,2,2,1,-48.833,-26.291,1.755,2.82,10564
Osorno,CHL,6,134,2,3,2,1,-73.146,-40.525,1.767,1.18,2965
Huauchinango,MEX,6,80,1,2,1,1,-98.013,20.217,1.783,0.94,4570
Barbosa,COL,6,53,1,3,2,1,-73.613,5.942,1.791,0.85,3375
Tucurui,BRA,6,58,2,2,2,1,-49.74,-3.7,1.796,1.35,6071
Escuintla,GTM,6,95,2,3,2,1,-90.779,14.288,1.818,2.17,952
Tapachula,MEX,6,174,1,3,2,1,-92.254,14.909,1.869,0.98,1981
Puntarenas,CRI,6,52,1,3,2,1,-84.729,10.021,1.888,0.39,1818
Ubatuba,BRA,6,132,1,2,1,1,-45.242,-23.579,1.888,0.73,10250
Campos_do_Jordao,BRA,6,61,2,2,2,1,-45.579,-22.721,1.897,1.34,6034
Popayan,COL,6,197,2,3,2,1,-76.604,2.446,1.906,1.54,1234
Abaetetuba,BRA,6,66,3,3,3,1,-48.875,-1.712,1.907,2.59,1550
Paranagua,BRA,6,91,2,2,2,1,-48.521,-25.512,1.956,1.3,4515
David,PAN,6,79,1,3,2,1,-82.458,8.429,2.074,0.72,3082
Quevedo,ECU,6,120,2,3,2,1,-79.45,-1.021,2.086,1.91,1925
Tumaco,COL,6,70,2,3,2,1,-78.783,1.772,2.189,2.21,1456
Rupa_Rupa,PER,6,51,1,3,2,1,-75.988,-9.3,2.39,0.98,1432
Retalhuleu,GTM,6,58,2,3,2,1,-91.646,14.563,2.391,1.38,952
Mazatenango,GTM,6,54,2,3,2,1,-91.517,14.538,2.391,1.55,952
Limon,CRI,6,57,1,2,1,1,-83.081,9.969,2.595,0.98,4074
Valdivia,CHL,6,126,2,3,2,1,-73.217,-39.852,2.713,1.48,2770
Villavicencio,COL,6,238,2,3,2,1,-73.583,4.138,3.149,2.22,1455
Santo_Domingo,ECU,6,201,2,3,2,1,-79.163,-0.258,3.181,1.96,1418
Quibdo,COL,6,87,2,3,2,1,-76.638,5.692,5.332,1.82,1251
al_Mukalla,YEM,7,165,2,4,3,1,49.133,14.56,0.014,2.19,556
as_Sahir,YEM,7,64,2,4,3,1,49.608,14.773,0.015,2.2,282
Aqaba,JOR,7,71,1,2,1,1,35.034,29.392,0.021,0.62,4643
Tabuk,SAU,7,372,1,2,1,1,36.521,28.396,0.022,0.65,5020
al_Madinah,SAU,7,803,2,2,2,1,39.617,24.471,0.025,1.54,5385
Zabol,IRN,7,112,1,3,2,1,61.571,31,0.027,0.54,1003
al_Qurayyat,SAU,7,66,1,2,1,1,37.321,31.354,0.032,0.22,3699
al_Hufuf,SAU,7,587,1,1,1,1,49.492,25.384,0.033,0.79,99843
Doha,QAT,7,564,2,2,2,1,51.383,25.329,0.034,1.11,8180
Yanbu,SAU,7,155,1,2,1,1,38.223,24.037,0.036,0.4,4437
al_Manamah,BHR,7,615,3,2,2,1,50.549,26.05,0.036,2.81,8304
Jizan,SAU,7,196,1,3,2,1,42.721,16.954,0.038,0.38,3010
al_Harj,SAU,7,240,1,2,1,1,47.346,24.167,0.04,0.51,6139
as_Samawah,IRQ,7,106,2,4,3,1,45.286,31.282,0.042,1.77,881
Ibri,OMN,7,103,1,2,1,1,56.542,23.246,0.044,0.59,9934
Zahedan,IRN,7,481,2,4,3,1,60.867,29.492,0.045,2.28,610
an_Nasiriyah,IRQ,7,392,3,3,3,1,46.267,31.098,0.048,3.15,1062
ad_Diwaniyah,IRQ,7,295,3,3,3,1,44.921,31.992,0.05,3.51,1284
al_Mudaybi,OMN,7,60,2,2,2,1,58.129,22.563,0.052,1.41,10705
Hafar_al_Batin,SAU,7,182,1,2,1,1,45.992,28.384,0.053,0.64,4420
Sur,OMN,7,66,1,2,1,1,59.517,22.524,0.053,0.66,10705
as_Satrah,IRQ,7,77,2,4,3,1,46.179,31.413,0.054,1.53,870
Salalah,OMN,7,171,1,3,2,1,54.037,17.052,0.054,0.54,3485
Bahla',OMN,7,54,1,2,1,1,57.304,22.975,0.056,0.83,10705
al_Hillah,IRQ,7,403,2,3,2,1,44.375,32.488,0.056,2.43,1302
Iranshahr,IRN,7,87,1,3,2,1,60.542,27.209,0.058,0.35,1616
al_Basrah,IRQ,7,771,2,2,2,1,47.8,30.384,0.061,1.69,5212
ar_Rustaq,OMN,7,77,1,2,1,1,57.454,23.438,0.062,0.78,9013
Qalat_Bishah,SAU,7,57,1,2,1,1,42.621,20.034,0.064,0.17,3898
Nizwa,OMN,7,88,1,2,1,1,57.617,22.796,0.066,0.37,10705
ar_Ramadi,IRQ,7,442,2,3,2,1,43.337,33.418,0.069,1.08,1275
Abadan,IRN,7,339,2,2,2,1,48.411,30.319,0.07,1.91,4616
al_Fujayrah,ARE,7,90,1,2,1,1,56.283,25.121,0.073,0.45,5702
Ra's_al_Haymah,ARE,7,101,1,2,1,1,55.975,25.679,0.076,0.37,6011
Hail,SAU,7,233,1,2,1,1,41.692,27.538,0.079,0.83,5413
Minab,IRN,7,50,1,2,1,1,57.012,27.134,0.08,0.28,4646
al_Khut,IRQ,7,275,2,3,2,1,45.854,32.517,0.082,2.38,1098
at_Taif,SAU,7,673,2,2,2,1,40.387,21.242,0.083,1.35,6037
Bandar_Abbas,IRN,7,298,1,3,2,1,56.208,27.145,0.091,0.92,1681
al_Amarah,IRQ,7,313,3,3,3,1,47.158,31.738,0.095,2.75,2053
Birjand,IRN,7,156,2,3,2,1,59.229,32.875,0.103,1.22,2877
Deir_ez_Zor,SYR,7,173,1,3,2,1,40.342,35.342,0.104,0.38,2121
Mah_Shahr,IRN,7,101,2,1,1,1,49.22,30.65,0.104,1.21,19234
Qandahar,AFG,7,342,3,4,3,1,65.69,31.61,0.104,4.64,217
Balh,AFG,7,67,2,4,3,1,66.917,36.754,0.11,2.3,65
Mazare_Sarif,AFG,7,277,3,4,3,1,67.062,36.704,0.11,2.6,301
Najran,SAU,7,120,1,3,2,1,44.271,17.542,0.112,0.34,1926
Lar,IRN,7,60,1,2,1,1,54.344,27.684,0.118,0.83,4883
BandareGonaveh,IRN,7,52,2,2,2,1,50.532,29.587,0.118,1.21,6877
Akbarabad,IRN,7,150,1,2,1,1,54.567,28.729,0.124,0.7,5049
Bushehr,IRN,7,149,2,3,2,1,50.895,28.875,0.125,2.31,3014
Semnan,IRN,7,108,1,3,2,1,53.383,35.584,0.126,0.43,3229
Behbahan,IRN,7,61,1,1,1,1,50.283,30.609,0.129,0.53,11273
Ahvaz,IRN,7,862,1,2,1,1,49.25,31.259,0.13,0.63,8005
Borazjan,IRN,7,85,2,2,2,1,51.196,29.267,0.131,1.14,5030
Damghan,IRN,7,58,1,2,1,1,54.371,36.167,0.132,0.81,5603
Fasa,IRN,7,90,1,2,1,1,53.675,28.925,0.135,0.91,5049
Kholm,AFG,7,56,2,4,3,1,67.7,36.7,0.136,2.03,469
DoGonbadan,IRN,7,78,2,1,1,1,50.807,30.364,0.151,1.12,15712
Hamis_Musayt,SAU,7,436,1,2,1,1,42.533,18.267,0.151,0.63,4129
Kazerun,IRN,7,90,1,2,1,1,51.625,29.638,0.156,0.5,5030
TorbateJam,IRN,7,60,1,2,1,1,60.625,35.246,0.158,0.53,5714
Nurabad,IRN,7,51,1,2,1,1,51.521,30.175,0.16,0.45,4544
Marv_Dasht,IRN,7,116,1,3,2,1,52.817,29.9,0.161,0.84,2608
ShahrKord,IRN,7,112,1,3,2,1,50.908,32.229,0.166,0.88,2846
Jalalabad,AFG,7,103,3,4,3,1,70.458,34.429,0.174,2.51,441
Firuzabad,IRN,7,57,1,2,1,1,52.55,28.85,0.176,0.66,5044
Jahrom,IRN,7,99,1,2,1,1,51.725,30.079,0.18,0.96,3509
Yasuj,IRN,7,78,1,3,2,1,51.604,30.654,0.181,0.69,1644
Masjed_e_Soleyman,IRN,7,126,2,2,2,1,49.304,31.936,0.182,1.12,8412
Sweida,SYR,7,64,2,3,2,1,36.587,32.709,0.185,1.64,1523
Izeh,IRN,7,99,2,2,2,1,49.883,31.834,0.186,1.8,3524
Shushtar,IRN,7,86,1,2,1,1,48.792,32.05,0.19,0.98,4648
Gazni,AFG,7,182,4,4,4,1,68.42,33.56,0.19,5.94,174
Shush,IRN,7,56,2,2,2,1,48.275,32.196,0.193,1.2,4349
Dezful,IRN,7,346,2,3,2,1,48.387,32.113,0.203,1.11,2280
Dara,SYR,7,99,2,3,2,1,36.121,32.629,0.204,1.97,1523
Madaba,JOR,7,64,2,2,2,1,35.817,31.729,0.212,2.04,4064
Hasakeh,SYR,7,147,2,3,2,1,40.712,36.513,0.214,1.43,1012
Qunduz,AFG,7,117,3,4,3,1,68.875,36.729,0.217,2.99,138
Pole_Humri,AFG,7,62,2,4,3,1,68.717,35.959,0.219,1.27,73
Bojnurd,IRN,7,158,2,3,2,1,57.392,37.479,0.221,1.19,2361
Mehtar_Lam,AFG,7,122,2,4,3,1,70.2,34.65,0.221,1.9,158
Salamiyah,SYR,7,72,2,3,2,1,37.033,35.013,0.222,1.32,1708
Shirvan,IRN,7,82,1,2,1,1,57.929,37.404,0.234,0.84,4323
Khomeyn,IRN,7,65,1,2,1,1,50.158,33.679,0.234,0.45,5673
Kabul,AFG,7,801,5,4,4,1,69.176,34.54,0.241,21.88,165
Hanabad,AFG,7,75,2,4,3,1,69.11,36.68,0.254,1.81,60
Kirkuk,IRQ,7,619,3,3,3,1,44.392,35.468,0.256,3.45,2929
Aligudarz,IRN,7,79,2,2,2,1,49.694,33.523,0.257,1.32,4482
Ilam,IRN,7,137,2,3,2,1,46.392,33.629,0.259,1.7,1429
Maymanah,AFG,7,59,4,4,4,1,64.779,35.926,0.259,8.65,192
Irbid,JOR,7,430,3,3,3,1,35.929,32.534,0.265,3.58,2975
Arak,IRN,7,305,1,3,2,1,49.629,34.079,0.271,0.84,3085
Hama,SYR,7,325,3,3,3,1,36.762,35.096,0.271,3.52,3464
Tiberias,ISR,7,91,3,2,2,1,35.525,32.788,0.272,4.38,4198
Gardez,AFG,7,66,2,4,3,1,69.22,33.6,0.279,1.26,157
Carikar,AFG,7,89,3,4,3,1,69.17,35.02,0.279,2.84,79
Taizz,YEM,7,608,3,4,3,1,44.046,13.584,0.282,4.98,380
Homs,SYR,7,629,3,3,3,1,36.708,34.734,0.288,3,2647
as_Sulaymaniyah,IRQ,7,546,3,3,3,1,45.321,35.575,0.292,4.49,1746
Saveh,IRN,7,137,1,3,2,1,50.379,35.059,0.292,0.97,2315
Khoy,IRN,7,161,2,3,2,1,44.942,38.525,0.292,1.45,2746
DoRud,IRN,7,99,2,3,2,1,49.083,33.492,0.301,1.36,2978
Maragheh,IRN,7,218,2,2,2,1,46.162,37.346,0.302,1.66,4332
Marand,IRN,7,119,2,3,2,1,45.792,38.438,0.305,1.43,2853
Malayer,IRN,7,159,3,2,2,1,48.817,34.304,0.306,2.83,3575
Myandoab,IRN,7,173,1,3,2,1,46.096,36.975,0.307,0.86,3050
al_Qamishli,SYR,7,181,3,3,3,1,41.233,37.028,0.307,3.31,1535
Asadabad,IRN,7,53,1,2,1,1,48.121,34.771,0.308,0.99,5069
Zefat,ISR,7,83,2,2,2,1,35.533,32.963,0.309,2.22,4639
Cagcaran,AFG,7,91,2,4,3,1,65.25,34.52,0.31,1.57,50
Amran,YEM,7,61,2,4,3,1,43.946,15.667,0.311,2.02,262
Zanjan,IRN,7,320,2,3,2,1,48.475,36.692,0.313,1.89,2920
Kuhdasht,IRN,7,83,2,2,2,1,47.625,33.538,0.317,1.23,4144
Bukan,IRN,7,135,2,2,2,1,46.212,36.525,0.318,1.8,5377
Kangavar,IRN,7,53,2,2,2,1,48.004,34.509,0.319,1.32,4838
Sanandaj,IRN,7,314,3,3,3,1,47.042,35.309,0.319,2.8,2862
Marivan,IRN,7,67,2,2,2,1,46.192,35.504,0.32,1.65,3619
Nahavand,IRN,7,71,1,2,1,1,48.337,34.209,0.321,0.68,5069
Borujerd,IRN,7,236,2,2,2,1,48.779,33.879,0.321,2.14,3512
Kamiaran,IRN,7,50,2,2,2,1,46.95,34.796,0.322,1.16,4647
Saqqez,IRN,7,133,2,3,2,1,46.283,36.246,0.327,2.29,3229
Raydah,YEM,7,54,2,4,3,1,44.842,14.417,0.327,1.21,247
Irbil,IRQ,7,729,3,3,3,1,44.05,36.188,0.328,5.2,1186
Tall_Afar,IRQ,7,151,3,2,2,1,42.45,36.379,0.329,5.12,4693
Orumiyeh,IRN,7,519,2,3,2,1,45.108,37.629,0.329,1.7,2924
Nurabad,IRN,7,59,2,2,2,1,47.983,34.079,0.331,1.12,4817
Kermanshah,IRN,7,799,3,3,3,1,47.25,34.35,0.331,3.28,3282
Harsin,IRN,7,52,2,2,2,1,47.592,34.271,0.333,1.76,4650
Mahabad,IRN,7,121,2,3,2,1,45.754,36.813,0.333,1.09,2310
Sayyan,YEM,7,69,2,4,3,1,44.325,15.171,0.334,1.51,294
Baneh,IRN,7,61,2,2,2,1,45.9,35.996,0.335,1.67,3811
Khorramabad,IRN,7,298,2,3,2,1,48.354,33.471,0.345,1.94,2511
Naqadeh,IRN,7,69,1,2,1,1,45.45,36.929,0.349,0.72,4292
Maarrat_al_Numan,SYR,7,51,2,3,2,1,36.7,35.65,0.358,1.81,2541
al_Qunaytirah,SYR,7,71,3,2,2,1,35.952,33.131,0.365,3.26,4172
DiSufal,YEM,7,50,2,4,3,1,44.12,13.85,0.371,1.8,251
Damar,YEM,7,115,2,4,3,1,44.412,14.55,0.372,2.38,400
Ibb,YEM,7,287,4,4,4,1,44.196,13.971,0.372,7.32,363
Abhar,IRN,7,173,1,2,1,1,49.208,36.179,0.382,0.78,6030
Salmas,IRN,7,74,1,2,1,1,44.771,38.196,0.386,0.7,3808
Ahar,IRN,7,61,2,2,2,1,47.079,38.475,0.459,1.05,5551
Zahlah,LBN,7,100,2,2,2,1,35.933,33.734,0.46,1.15,6260
Qiryat_Shemona,ISR,7,64,2,2,2,1,35.607,33.212,0.462,1.4,6049
Parsabad,IRN,7,73,2,2,2,1,47.929,39.632,0.475,1.77,4184
Fayzabad,AFG,7,68,2,4,3,1,70.58,37.13,0.475,2.14,131
Idleb,SYR,7,103,2,3,2,1,36.675,35.963,0.478,1.89,2515
Dahuk,IRQ,7,68,3,3,3,1,43.008,36.859,0.488,2.58,1870
Sur,LBN,7,113,3,2,2,1,35.254,33.259,0.511,4.34,4866
Mianeh,IRN,7,84,1,2,1,1,47.746,37.413,0.515,0.91,5524
an_Nabatiyat_at_Tahta,LBN,7,81,3,2,2,1,35.475,33.379,0.525,4.12,9420
Sayda',LBN,7,169,2,2,2,1,35.393,33.497,0.531,1.65,4530
Tarabulusassam,LBN,7,401,2,2,2,1,35.833,34.304,0.545,1.65,4277
Meshkinshahr,IRN,7,59,1,2,1,1,47.646,38.4,0.556,0.79,5551
Latakia,SYR,7,428,2,3,2,1,35.922,35.411,0.559,1.81,2161
Tartus,SYR,7,104,3,3,3,1,35.928,34.892,0.588,2.52,2382
Ardebil,IRN,7,372,2,3,2,1,48.271,38.25,0.663,2.12,2499
Asadabad,AFG,7,98,2,4,3,1,71.15,34.87,0.673,2.25,149
Bandar_Seri_Begawan,BRN,7,280,1,1,1,1,114.677,4.795,2.087,0.84,24905
El_Centro,USA,8,127,1,1,1,1,-115.592,32.675,0.032,0.59,14593
Yuma,USA,8,138,1,1,1,1,-114.554,32.654,0.033,0.88,12723
St._George,USA,8,81,1,1,1,1,-113.467,37.146,0.103,0.17,18505
Farmington,USA,8,86,1,1,1,1,-108.213,36.721,0.146,0.12,19792
Grand_Junction,USA,8,110,1,1,1,1,-108.546,39.071,0.151,0.29,22895
Kennewick,USA,8,169,1,1,1,1,-119.253,46.212,0.165,0.45,21155
Roswell,USA,8,59,1,1,1,1,-104.463,33.238,0.167,0.19,19633
Albuquerque,USA,8,697,1,1,1,1,-106.404,35.125,0.173,0.69,26133
Porterville,USA,8,78,1,1,1,1,-119.029,36.088,0.174,0.39,18785
Fresno,USA,8,721,2,1,1,1,-119.6,36.688,0.177,1.53,18806
Twin_Falls,USA,8,78,1,1,1,1,-114.579,42.571,0.188,0.19,19502
Yakima,USA,8,220,1,1,1,1,-120.217,46.379,0.195,0.3,19829
Pueblo,USA,8,131,1,1,1,1,-104.6,38.309,0.202,0.6,24139
Boise,USA,8,424,1,1,1,1,-116.5,43.609,0.241,0.54,23541
Sierra_Vista,USA,8,54,1,1,1,1,-110.283,31.55,0.243,0.38,14500
Casper,USA,8,62,1,1,1,1,-106.296,42.792,0.248,0.17,35017
Idaho_Falls,USA,8,137,1,1,1,1,-111.904,43.521,0.259,0.25,18172
Pocatello,USA,8,72,1,1,1,1,-112.425,42.925,0.26,0.23,17621
Fort_Collins,USA,8,350,1,1,1,1,-104.85,40.325,0.282,0.77,24015
Prescott,USA,8,76,1,1,1,1,-112.379,34.596,0.282,0.45,19859
San_Angelo,USA,8,96,1,1,1,1,-100.463,31.45,0.297,0.31,23128
Bend,USA,8,93,1,1,1,1,-121.254,44.15,0.297,0.3,22766
Helena,USA,8,53,1,1,1,1,-111.942,46.562,0.298,0.27,20575
Colorado_Springs,USA,8,508,1,1,1,1,-104.792,38.892,0.31,0.85,25898
Billings,USA,8,128,1,1,1,1,-108.529,45.779,0.312,0.29,22698
Medicine_Hat,CAN,8,59,1,1,1,1,-110.679,50.038,0.316,0.23,15827
Great_Falls,USA,8,71,1,1,1,1,-111.346,47.403,0.317,0.29,20484
Lewiston,USA,8,54,1,1,1,1,-116.958,46.4,0.339,0.38,19079
Rapid,USA,8,93,1,1,1,1,-103.192,44.071,0.362,0.23,23846
Glenwood_Springs,USA,8,56,1,1,1,1,-107.346,39.546,0.363,0.04,29100
Abilene,USA,8,136,1,1,1,1,-99.692,32.439,0.366,0.27,22530
Yuba,USA,8,110,1,1,1,1,-121.542,39.117,0.367,0.69,21124
Walla_Walla,USA,8,56,1,1,1,1,-118.329,46.029,0.377,0.24,18132
Santa_Maria,USA,8,330,1,1,1,1,-120.629,34.625,0.387,0.45,28058
Bismarck,USA,8,85,1,1,1,1,-100.699,46.817,0.394,0.41,24798
Lethbridge,CAN,8,89,1,1,1,1,-112.833,49.717,0.397,0.38,22110
Kamloops,CAN,8,84,1,1,1,1,-120.267,50.636,0.4,0.32,21545
Missoula,USA,8,87,1,1,1,1,-114.017,46.867,0.405,0.13,19103
Flagstaff,USA,8,65,1,1,1,1,-111.6,35.217,0.405,0.22,21012
Wichita_Falls,USA,8,131,1,1,1,1,-98.525,33.967,0.433,0.51,23196
